trade_date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80
20220131,-6.678085916700391,-5.230900309042266,4.312883441083068,-4.544245035229075,-0.46677852898822964,-3.0873957729779637,5.758994440574904,0.03098975039460696,1.1541330622509904,-2.0235976893781085,2.5742859436196794,1.5006593642049206,-2.8905371214501434,0.334601804028156,3.3871615261850283,0.1131525123334213,2.6473805655678757,4.664619111644637,4.769029790274842,-0.26375694919191184,-2.834974653995423,-3.162319840478172,1.759815789612913,0.5900998955360315,-2.8894592613367016,3.1285169117253537,-0.13018116149334186,-0.7071050854230351,0.9503744015620443,-0.8397686258432286,-2.8350434059383303,-2.5148388394874557,1.0425833876714614,1.7126354807856377,1.8043458173491127,1.1805816428396119,0.6175848808715617,-0.9441601971816763,-1.6556337837209818,2.2007438908515313,2.084240514026103,1.2930904313494718,3.5935108612348565,2.1179594980031204,0.7999204913607312,-0.1805872115182751,0.6668022957010469,0.4218078708773735,-2.2147840254834135,-0.4570173644508629,0.11419723903329664,-1.1050417802969978,1.9707984380898718,3.9844890519533847,3.6809138349701445,-0.030197037464142637,0.8492237604111419,-2.1179680492532147,1.6397629511302787,-1.5351291624072794,-0.14143963724072733,0.9523437745564376,2.8668333141060294,0.961555302997522,1.818965160441785,0.23167816650231107,-0.9705787169935212,-0.5039793326859345,-2.506789453094366,-0.5064172716063655,1.4840072848666943,-1.658894223625376,0.8672782889393891,-0.5247387952477015,-0.4064128982979671,-0.01606627081634682,-0.027865476941019464,0.3046904444999212,-2.112739501742343,1.4821625510657894
20220201,-6.6830857611242385,-5.5039529402870375,4.103612665220356,-4.37696676495363,0.08436601933441074,-5.253512199204921,6.647959600544292,-1.3705173755624132,0.4418714488258669,-2.6446225682684568,1.0783056499064674,1.024025331157132,-3.5179236433500045,0.569904051064429,2.3534000108307493,1.0499103485784071,-0.4474252650140064,4.961792478195015,2.4758093603060307,-1.0512078657433546,-1.649766597777464,-1.8442574051928273,-0.9497036046135059,0.05633749708054232,-2.6086274382676797,2.8105343917788215,1.8712142152395583,1.7074697691522394,1.751374552943755,-1.3220900441698704,-4.313730899638777,1.0198253039013314,1.0092200464489691,0.5754594734721405,0.12957456774739434,-2.0994732057361687,-0.847784608836221,-2.748182319611546,-2.7050810326685655,-1.5470460830272028,-1.1717034273576181,2.3890627300901315,2.353038704538413,0.5238266397982897,-0.518416231985554,-1.0061700522409094,0.8533916301876229,0.5693671475494689,-1.5738556342115084,3.320173822627055,-1.2424578487395035,0.5981478308280224,0.49344376317157657,1.044806666699439,-0.9190224860606657,-2.076556013223267,-0.011418105303767316,-1.7731872626685574,-1.884384630017325,-3.7675758391369847,0.135930486275559,1.760851084350536,-0.2137871906423506,-0.5166710887736258,1.2097957756896585,-1.0047343022596855,1.8810985889761382,0.46453427077046305,-0.007919149689914067,-0.5941834363209082,-1.3333998596492675,-0.6989694606591731,-0.03237066079435661,-1.9635601729863266,-0.9964856696474811,0.9856526240530051,-1.0362433156887523,1.1980042296860713,-0.22551235010425882,-1.0767000541444693
20220202,-6.441907514270096,-6.246105173808872,3.1751490212604074,-5.140467690977641,-0.45094322015991667,-3.926882066058722,6.315284954409363,-1.1996154963701768,0.35917468233397665,-3.4060790325081207,2.3159977472621196,0.7754565158018281,-3.8677294422986184,-0.2234601905841422,2.063435401861355,-1.5044544155927244,-2.3858005232980934,2.8248172688545035,3.350611987929688,-0.38973114078074855,0.16708158608497045,-2.5512446822874266,0.3818372160315076,1.6522931265385965,-1.4097261927672877,1.635782876926146,-0.7133064346709694,-0.08907461738938541,1.51845624320276,0.13422639917225876,-3.8381451989107216,-0.4352585333867951,-1.6125086709560514,-0.9791318421079264,1.5318775745454247,0.303023795385139,1.1901269930262712,-2.2095489380425857,0.6160017616851882,-0.43746556572971285,-1.3615056045959604,-3.006311161273304,1.9562273403931223,0.9723376744084923,3.4452705805265778,-1.2393176147058096,3.1386280505964135,0.11078555141538356,1.8556513176688487,1.8241214926255598,-1.3891903860674848,-1.3114056688879945,0.4589826524716621,-0.8519373280530647,1.1756546609131155,-0.8509103881103717,1.2981726141579413,1.258501581979625,-1.2357550958990215,1.1721462357937775,1.0144265077121006,1.519112689642863,-0.4435998908617488,-0.26494345845710887,-1.3807499608323321,0.7669980055518892,-0.23150472107308376,-1.5148042847210885,-0.14148984801654377,0.10785184687922386,0.739751779838864,0.09364427564065408,0.3421796705991039,-1.0416754317986412,-0.5990696152539116,0.5530065927851836,1.0363785894589397,1.1433578442033403,2.4462689006383767,-0.3690542332941496
20220203,-7.171384040370489,-6.461135221902255,2.264810874282738,-5.711753947800819,-1.010034604165266,-4.168182683142191,5.63417983903497,-0.591023215710331,1.2655771899564487,-2.3890535296965663,1.4260814719580426,1.0147650323584556,-4.213869027153661,-0.42479444150240386,1.5839074730991756,-0.9363633664361615,-0.322419505692141,3.2712559409090582,6.026045155590388,2.4079303435595216,-0.3437877327264301,-1.0126105521783428,1.34989422333819,2.4717905171017365,-1.9650655492036049,1.4907044030989454,-0.9617942302248363,1.0599656732967322,-0.012760353124363216,-0.18307585802392481,1.1870857860181745,1.8757045573718358,-3.888810776449834,-0.9214585102601537,-2.4827380242140693,-0.3659872983553448,1.823454935292989,0.0995045774777878,1.0932726314648284,-1.053716361340436,-2.773756654968652,0.3329938139549415,0.180890212822716,1.7268749521273001,3.681352445978452,0.2959916841302677,0.5138480121496118,-1.8666197460493283,-1.1037746279686922,1.8238921070647216,2.4643925690445125,1.0918892540876604,-0.7641533376524289,2.3244224248157126,0.18612461973673397,-1.105326902280463,1.4701596235793928,-0.5222978550111033,0.14645142730853536,2.2823554028418918,-1.5914179484785225,-1.9121266529339882,-0.28238316842108946,0.6494421921219736,-1.2832034148485798,1.4957275238695313,0.8432311911854227,-0.9521398638790434,0.7022409325538905,0.2067058720395618,-1.5038347447120712,0.4110939916183387,-1.951170861302238,-0.6410017065047252,0.30260698138763065,-0.12505106874031766,-0.26681748408243716,0.5633119982052943,1.1493179716696376,-1.502025662858258
20220204,-7.441584614025216,-6.164950460767436,2.382082783278886,-6.797974365847386,-0.7011868919683855,-4.134674691096193,7.314833438250625,2.044047544548218,1.0783880275726592,-2.458080872750507,0.2375012309305252,-0.5830644286927045,-5.529938273834167,0.07302598175533197,2.5797821812699286,-0.8677207532625184,-2.202910261163475,2.71547011616433,3.3955336645956913,0.8319636962610857,0.9723948278032831,-2.1481978404584057,1.1124005520947808,2.3275810605226646,2.15031307934764,-0.33105807979114266,-2.713896802195955,0.6476466520507898,0.13635236928527672,-2.0065050080465947,-1.1321813868474666,-1.4233937420381328,-2.4233500223754576,0.4194841527956097,-3.891886716958466,1.6112853666108198,0.1640186367457083,1.3628147852868764,2.6200371511841527,2.1971780398184535,0.10221181581348399,-0.3887296766240465,-1.1944314724233058,-0.18017773756771954,0.7348951059780349,-1.1330842375760946,0.4067504316073116,0.2878767056708629,-0.8395208126359568,0.7713025106623437,2.3386731882457292,2.1872437116347476,-0.18780868345731203,0.4986988122325052,-0.40873536670252775,-0.7472365586152325,0.5420816710603946,0.7990926628342531,-0.8350052058738914,0.5526408247582313,1.1822389495623253,0.15438269134431398,-0.29661474592120324,-0.38954706841110553,0.7486535897542718,-1.2378732357020201,0.0421513225312831,-1.0642209406951373,1.4508325077045439,-0.8536389563853857,0.318667941885164,-0.3626025116888101,2.015404694518133,-0.467309146672343,-0.6023760546907434,-1.001103842502821,-1.2967761553176755,-0.43245816396511544,0.0850390039934151,-0.3481213680955844
20220207,-7.76040230561225,-6.103754848500844,1.403681754305399,-5.502337163414892,0.5970427712451567,-3.692718904121985,6.839583999386576,2.452785066150957,0.7683795112364558,-4.215093260613018,-0.774199119300857,-2.3308380592962905,-6.6353739756051295,-1.4123062072015422,2.5654926419710993,-0.24415357505536453,-2.539924606078744,1.8539838789245764,0.8856043613438572,2.260939360994832,0.6265951000418256,0.034650365936456165,-1.97009804899937,3.874242080609449,1.890519530224772,0.3469559144691635,0.000848483557766869,4.529840062720912,1.5681950863348846,-0.9126626810774899,-0.5473797942712411,0.27543548993270534,-0.6668863829900429,-0.36102555353921456,-0.9673249918648609,0.8816566035119099,-1.6092774417251057,1.042916508050651,1.5632944760193315,-0.9514342551855582,-0.6335306623239485,-2.608999511988213,-1.0874316688921075,0.9184625995183209,-2.18865608936892,-0.38351835027126285,-0.7790518617936664,1.460637866299237,0.6515950019281459,-0.5538301781062119,-1.052011843019061,1.7871759456634704,1.7651398514189827,0.44182051135267286,-0.5477710492268341,-0.8645535662578789,-0.13820614523363406,1.20340940782139,1.6653216980270602,1.91594942128459,-0.2754404362933621,-0.10033259527994128,1.8336331692731767,-0.06092033749923199,-0.6523003292470868,-1.4128689485471582,-0.7069908933722577,-0.7745729464112754,1.4087786576348715,-0.5708553535871256,-0.2789870311927791,0.6798859535465479,1.33953204972118,-1.1733869803843666,0.5598223594476024,-0.759019597027551,1.950368940865341,-0.3575065173815448,-0.7033726261832844,-0.016818900136084742
20220208,-8.43279292569236,-6.122479675507686,1.1826351400571502,-3.2713833514918886,-0.20679447978893614,-3.9494445479230103,6.057977734377867,-0.060912635602969785,1.0877744857220755,-3.152180248408919,-1.3721867137617711,-0.29482224901816056,-5.884276930947124,-0.4679565798078533,2.1804046677925393,0.431216477416622,-0.6339463270391039,3.0216416129236214,0.07172082188824853,2.6270707894011616,0.6096422339122817,-2.025417840650298,-3.1392043751668135,0.8181551772617256,2.7305702087763777,-2.1733744439054883,-1.325292950338413,4.069475368893364,-0.19687774467501237,-1.2909090038184332,3.4612157381134203,2.491670172980582,-2.829257684096426,-0.15248743598843603,2.087186192471285,1.9734743610804806,-1.2986463700541464,0.08270318342446889,0.6555697231237793,1.0935266057507829,-1.1158530707094212,-0.5900591035879007,2.01779069748931,-0.36159183606167916,-2.0783180664024496,-0.8286710128744068,0.8393053244008736,0.7658922566543334,1.8044074476960572,-1.132546356314694,-0.6030834018266313,0.3098921271994518,-0.17066937089244358,1.4295378364465363,-2.451284192846556,1.5413445840934084,-1.2094024101582477,0.38425199180558584,-0.21956189075358057,0.8748723738491564,0.20461302531889167,-1.429803345923077,-1.1562243811003179,1.1956716389082294,-0.016374160408506137,0.5897947496489038,0.5301221203868954,0.4876361187854805,-0.9936740583834613,0.09165812113164584,-0.9293312013866851,1.2926669023202146,-0.8314341727094634,0.2733753185154981,0.9963759722837441,-0.25970521039501476,2.2256021958242664,-0.22004746064014052,0.5782590209059666,1.4635412061006186
20220209,-8.553328559394359,-6.1442503935058514,3.305799626105025,-3.1542708394373764,-1.0053014045330615,-4.340091731427007,5.188620513218451,1.1629512391638885,2.731607074016499,-2.206994655981304,-1.0744947701223584,-1.557161699229086,-4.910998745002287,-0.7732039902755407,0.9924998325462187,2.0650842493480543,0.09874982750598323,2.8715461066799572,-1.624081940843462,-0.3053107180626126,1.4576988818761516,-0.9888086088456273,-2.6848903434669698,2.73082234337339,2.241609085958919,0.35468052395754235,1.6627573981623478,2.661888978128556,-2.7656858110092313,1.1093491358587009,3.2057588024747776,-2.062774092816866,0.15597701658220084,0.5948130849637286,1.9475913830344247,-2.5247140155204213,-1.105085266435823,-1.588730196324684,2.5824319376989044,3.481005927944221,-0.14637237026428418,-0.2051512930144701,0.29807288214807487,-3.6073063655686544,-0.7499440944322612,0.7015068873533035,-2.45100877383111,0.741554714804971,0.49809213559370197,-0.48785383914768665,0.4153189624837613,0.6261596123473216,-0.6222282169022332,0.01804680360401602,0.7757288344718095,-0.7272314110806483,0.08539425797497491,0.19700797787671748,1.0273625543392813,-0.8692743616990358,-1.4513497807398066,-0.5180745809655921,0.8830512405423904,0.7670081287619706,-0.48185662131517876,0.8879208119836616,-0.24264180083960238,2.687096834772481,-0.26610258149672344,0.8999375512769152,1.1545610702482685,0.27346208541977984,0.3163595684413467,0.069471386310484,-2.26324535545671,0.7496683050511018,1.6132644278067365,0.6255890514200144,-1.0721752399039186,-0.40187005235292655
20220210,-8.40873245764836,-5.833135884333693,2.8759567506077066,-3.979821997986478,-0.2052265368134868,-4.952103163849535,4.6180222051101385,-0.31882323811597113,2.5467195764143495,-0.6759917666040846,0.31921547576005077,-2.082354998095834,-4.865909069012538,0.055338635850999275,0.6096901452540533,3.3633606868613004,0.6549517874559718,1.362981223764307,-1.3728340984917329,0.6460525355093009,1.0149469561989364,-0.42868453868684425,-2.5241177307871583,0.9399473620068701,1.699161653191344,0.12606315408123575,2.0661406704406735,2.95198277695628,-1.3048505084080544,1.1382768994973664,2.9618611075337613,-0.7528100445612697,3.5630533082193936,0.8722594322912735,1.5816303612263116,-1.5294425936485139,2.2463810098406283,1.2994488881705282,0.7627969301669261,1.9262813432753982,-0.7104158972248519,1.2643566868265876,0.5249488919403134,-3.127395962313486,0.5327882118293522,0.4856247460174205,-0.4171872658042194,-0.3048765175455301,0.5533648068272565,-4.377339188594076,0.2807161322723248,-2.646202332167887,0.3951958111661205,0.10985524650021926,-1.652209282078732,-0.62105914090465,-1.3036039932340626,-1.5820245310474315,1.5073470566457412,2.7115343972669472,0.1510627044304263,2.2124147425168355,-2.1126046616497325,0.3984854707269182,2.2196470140218927,0.09447443155795214,0.406276449542699,1.9726330887149073,-0.28224379676493333,-0.185230206173058,0.20501800282550411,2.3539079053255803,-0.7803540676721705,0.5960747267313994,0.5437220746183548,-0.22443282478930862,1.2489368766541615,-0.10345594226291156,-0.2929782958954218,-1.4755719569434893
20220211,-8.24466775705266,-6.692962838323085,3.6518919489966444,-3.78887233741876,-2.0549445827272996,-3.052276251180197,3.85542967402521,-1.3272349492092859,2.8515255364354046,0.1761129509955669,3.362084765911185,-1.1253757326612508,-5.8244253650143065,0.8867173310602378,-0.5455133696062119,1.750366921873391,0.33931672819195635,2.8727053409065184,-1.5443605889082883,0.35873449967008403,-1.0971733748876855,0.48152335580098105,2.3361910342008536,-3.2189132231489426,1.971371642672784,-1.25523470360531,-0.4975204803851008,0.550571717424534,-3.3071293280169605,1.2894602821978562,2.476803615542063,-2.2942059309439458,2.893361438298834,-0.09488078204799541,0.38681601566870677,1.1315599773483753,-1.1056629989006475,-1.0406295928102642,-0.23955608005412846,2.240879830321553,2.343069233472531,2.468308149152912,-2.3944171390570563,-1.393455329304226,0.5330072948981143,2.3473365912572453,-0.18457233633222345,1.0314094324178158,1.6023751558518424,1.8761987413627417,-2.4328858643033753,-1.1903989356622202,-0.10408963027165323,-0.3377731176511995,-0.07733213969885631,0.6660385114818533,-1.0410980817607927,0.5605101822970482,2.1926234345107805,-1.0557007950585602,2.899703888055255,0.014413596419820018,-1.3543232878356386,-1.1320418590872443,-1.8232496962688154,-0.34029200239205787,0.3954256426132174,-0.1377001493173451,-1.6950548977774333,-0.0705718542830516,-0.6338879935544612,0.0872613431119485,0.5405762771125916,1.995245184092199,0.9728648350877983,-0.6240601922315105,-1.131138796790993,0.6308286943857496,0.3256998663944516,0.8272526955298957
